sample_name,cluster_label,class,subclass,donor_sex,region,cortical_layer,external_donor_name
SM-D9CYJ_S26_E1-50,Inh L1-6 VIP PENK,GABAergic,VIP,F,MTG,L4,H200.1023
SM-D9CYJ_S28_E1-50,Exc L3-4 RORB FOLH1B,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S29_E1-50,Exc L4-5 RORB HNRNPA1P46,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S30_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S31_E1-50,Exc L4-5 RORB HNRNPA1P46,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S32_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,F,MTG,L4,H200.1023
SM-D9CYJ_S33_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S34_E1-50,Inh L2-6 VIP VIP,GABAergic,VIP,F,MTG,L4,H200.1023
SM-D9CYJ_S35_E1-50,Exc L3-4 RORB SEMA6D,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S36_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S37_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S38_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYJ_S41_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S42_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,F,MTG,L5,H200.1023
SM-D9CYJ_S44_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,F,MTG,L5,H200.1023
SM-D9CYJ_S45_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S47_E1-50,Inh L5-6 LAMP5 SFTA3,GABAergic,LAMP5,F,MTG,L5,H200.1023
SM-D9CYJ_S48_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,F,MTG,L5,H200.1023
SM-D9CYJ_S49_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,F,MTG,L5,H200.1023
SM-D9CYJ_S50_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S51_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S52_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,F,MTG,L5,H200.1023
SM-D9CYJ_S53_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S54_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S55_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S58_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S59_E1-50,Exc L4-5 RORB HNRNPA1P46,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S60_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S61_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S62_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYJ_S63_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,F,MTG,L5,H200.1023
SM-D9CYJ_S65_E1-50,Exc L3-5 RORB CMAHP,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S66_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,MTG,L4,H200.1030
SM-D9CYJ_S67_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S68_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S69_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S70_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S71_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,MTG,L4,H200.1030
SM-D9CYJ_S72_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L4,H200.1030
SM-D9CYJ_S73_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S74_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S75_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S76_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S77_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S78_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S79_E1-50,Exc L4-5 RORB HNRNPA1P46,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYJ_S81_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,MTG,L1,H200.1030
SM-D9CYJ_S82_E1-50,Inh L1 ADARB2 ADAM33,GABAergic,VIP,M,MTG,L1,H200.1030
SM-D9CYJ_S83_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,MTG,L1,H200.1030
SM-D9CYJ_S84_E1-50,Inh L1 SST CXCL14,GABAergic,VIP,M,MTG,L1,H200.1030
SM-D9CYJ_S85_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L1,H200.1030
SM-D9CYJ_S88_E1-50,Astro L1 FGFR3 MT1G,Non-neuronal,Astrocyte,M,MTG,L1,H200.1030
SM-D9CYJ_S89_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,MTG,L1,H200.1030
SM-D9CYJ_S90_E1-50,Inh L1 ADARB2 ADAM33,GABAergic,VIP,M,MTG,L1,H200.1030
SM-D9CYJ_S91_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L1,H200.1030
SM-D9CYJ_S92_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,MTG,L1,H200.1030
SM-D9CYJ_S93_E1-50,Inh L1 SST CXCL14,GABAergic,VIP,M,MTG,L1,H200.1030
SM-D9CYJ_S94_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L1,H200.1030
SM-D9CYJ_S96_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,MTG,L1,H200.1030
SM-D9CYK_S01_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S02_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S03_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S04_E1-50,Inh L1 SST CXCL14,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYK_S05_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S06_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S07_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S08_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,MTG,L2,H200.1023
SM-D9CYK_S17_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S18_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,F,MTG,L2,H200.1023
SM-D9CYK_S19_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S20_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S21_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S22_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S25_E1-50,Outlier L3 SLC17A7 RIN1,Exclude,Exclude,F,MTG,L2,H200.1023
SM-D9CYK_S26_E1-50,Inh L1-6 VIP RGS16,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYK_S27_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S28_E1-50,Outlier L2-3 SST CALB1,Exclude,Exclude,F,MTG,L2,H200.1023
SM-D9CYK_S30_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYK_S31_E1-50,Inh L1-4 VIP CHRNA2,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYK_S32_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,F,MTG,L2,H200.1023
SM-D9CYK_S33_E1-50,Exc L3-4 RORB FOLH1B,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S34_E1-50,Inh L1-3 VIP SSTR1,GABAergic,VIP,F,MTG,L3,H200.1023
SM-D9CYK_S35_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S36_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S38_E1-50,Exc L3-4 RORB FOLH1B,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S39_E1-50,Inh L1-4 VIP CHRNA2,GABAergic,VIP,F,MTG,L3,H200.1023
SM-D9CYK_S40_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,F,MTG,L3,H200.1023
SM-D9CYK_S41_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,F,MTG,L3,H200.1023
SM-D9CYK_S42_E1-50,Outlier L1-6 RORB PTP4A2P1,Exclude,Exclude,F,MTG,L3,H200.1023
SM-D9CYK_S43_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S44_E1-50,Exc L3 RORB CARTPT,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S45_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,F,MTG,L3,H200.1023
SM-D9CYK_S47_E1-50,Exc L3-4 RORB FOLH1B,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S49_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S50_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S51_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S54_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYK_S57_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,F,MTG,L5,H200.1023
SM-D9CYK_S61_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYK_S62_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYK_S63_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYK_S64_E1-50,Oligo L4-6 MOBP COL18A1,Non-neuronal,Oligodendrocyte,F,MTG,L5,H200.1023
SM-D9CYK_S65_E1-50,Inh L5-6 SST ISOC1,GABAergic,SST,F,MTG,L5,H200.1023
SM-D9CYK_S66_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYK_S67_E1-50,Exc L3-4 RORB SEMA6D,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYK_S68_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,F,MTG,L5,H200.1023
SM-D9CYK_S72_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,F,MTG,L5,H200.1023
SM-D9CYK_S73_E1-50,Inh L5-6 SST KLHL14,GABAergic,SST,F,MTG,L5,H200.1023
SM-D9CYK_S74_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,F,MTG,L5,H200.1023
SM-D9CYK_S75_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,F,MTG,L5,H200.1023
SM-D9CYK_S76_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYK_S77_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYK_S78_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYK_S80_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,MTG,L5,H200.1023
SM-D9CYK_S81_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,MTG,L3,H200.1030
SM-D9CYK_S82_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYK_S83_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYK_S84_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYK_S85_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYK_S86_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYK_S87_E1-50,Exc L3-4 RORB FOLH1B,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYK_S88_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L3,H200.1030
SM-D9CYK_S89_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYK_S91_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,MTG,L3,H200.1030
SM-D9CYK_S92_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYK_S93_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,MTG,L3,H200.1030
SM-D9CYK_S94_E1-50,Inh L3 VIP CBLN1,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYK_S95_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYK_S96_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L3,H200.1030
SM-D9CYL_S01_E1-50,Outlier L1-6 RORB PTP4A2P1,Exclude,Exclude,F,MTG,L2,H200.1023
SM-D9CYL_S03_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYL_S05_E1-50,Inh L1 ADARB2 DISP2,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYL_S06_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S07_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S08_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,F,MTG,L2,H200.1023
SM-D9CYL_S09_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,F,MTG,L2,H200.1023
SM-D9CYL_S10_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S11_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S12_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,F,MTG,L2,H200.1023
SM-D9CYL_S13_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,F,MTG,L2,H200.1023
SM-D9CYL_S14_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYL_S15_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S25_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S27_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S28_E1-50,Inh L1-3 PVALB WFDC2,GABAergic,PVALB,F,MTG,L2,H200.1023
SM-D9CYL_S29_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S30_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYL_S31_E1-50,Inh L1-3 VIP ACHE,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYL_S32_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,F,MTG,L2,H200.1023
SM-D9CYL_S33_E1-50,Exc L3-4 RORB SEMA6D,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYL_S34_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYL_S35_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,F,MTG,L3,H200.1023
SM-D9CYL_S36_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,F,MTG,L3,H200.1023
SM-D9CYL_S37_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYL_S38_E1-50,Exc L3 RORB CARTPT,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYL_S39_E1-50,Exc L3 RORB CARTPT,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYL_S40_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,MTG,L3,H200.1023
SM-D9CYL_S41_E1-50,Inh L2-4 VIP LGI2,GABAergic,VIP,F,MTG,L3,H200.1023
SM-D9CYL_S42_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,F,MTG,L3,H200.1023
SM-D9CYL_S43_E1-50,Inh L2-4 VIP LGI2,GABAergic,VIP,F,MTG,L3,H200.1023
SM-D9CYL_S45_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYL_S46_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,F,MTG,L3,H200.1023
SM-D9CYL_S47_E1-50,Exc L3 RORB CARTPT,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYL_S48_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,F,MTG,L3,H200.1023
SM-D9CYL_S49_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S50_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S51_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
SM-D9CYL_S52_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S53_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,MTG,L5,H200.1030
SM-D9CYL_S54_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S55_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S56_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,MTG,L5,H200.1030
SM-D9CYL_S57_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
SM-D9CYL_S58_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S59_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
SM-D9CYL_S60_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S61_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,MTG,L5,H200.1030
SM-D9CYL_S62_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,MTG,L5,H200.1030
SM-D9CYL_S63_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S64_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L5,H200.1030
SM-D9CYL_S65_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S66_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
SM-D9CYL_S67_E1-50,Exc L6 THEMIS C6orf48,Glutamatergic,L5/6 IT Car3,M,MTG,L5,H200.1030
SM-D9CYL_S68_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S69_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S70_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,MTG,L5,H200.1030
SM-D9CYL_S71_E1-50,Exc L4-5 RORB HNRNPA1P46,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYL_S73_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S74_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,MTG,L4,H200.1030
SM-D9CYL_S75_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,MTG,L4,H200.1030
SM-D9CYL_S76_E1-50,Exc L3-5 RORB CMAHP,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S77_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S78_E1-50,Inh L3 VIP CBLN1,GABAergic,VIP,M,MTG,L4,H200.1030
SM-D9CYL_S79_E1-50,Inh L2-6 VIP VIP,GABAergic,VIP,M,MTG,L4,H200.1030
SM-D9CYL_S80_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L4,H200.1030
SM-D9CYL_S81_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S82_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S83_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S84_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S85_E1-50,Exc L3-4 RORB SEMA6D,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S86_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S87_E1-50,Exc L3-5 RORB CMAHP,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S88_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,MTG,L4,H200.1030
SM-D9CYL_S89_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S90_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S91_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S92_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S93_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,MTG,L4,H200.1030
SM-D9CYL_S94_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,MTG,L4,H200.1030
SM-D9CYL_S95_E1-50,Exc L3-4 RORB FOLH1B,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYL_S96_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,MTG,L4,H200.1030
SM-D9CYM_S01_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYM_S02_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYM_S03_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYM_S04_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYM_S07_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYM_S09_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYM_S10_E1-50,Inh L1-3 PVALB WFDC2,GABAergic,PVALB,F,MTG,L4,H200.1023
SM-D9CYM_S11_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYM_S12_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYM_S15_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,F,MTG,L4,H200.1023
SM-D9CYM_S16_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,F,MTG,L4,H200.1023
SM-D9CYM_S17_E1-50,Exc L5-6 FEZF2 ANKRD20A1,Glutamatergic,L6 CT,F,MTG,L5,H200.1023
SM-D9CYM_S20_E1-50,Exc L3-4 RORB FOLH1B,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYM_S23_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYM_S33_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L5,H200.1023
